in out weight
2 69 0.0222222222222
26 79 0.037037037037
37 50 0.0222222222222
42 79 0.037037037037
45 50 0.0222222222222
66 89 0.0625
49 55 0.037037037037
0 2 0.0222222222222
28 29 0.0222222222222
70 85 0.037037037037
1 37 0.0222222222222
1 86 0.0222222222222
27 76 0.0222222222222
37 59 0.0222222222222
77 84 0.037037037037
66 80 0.0625
14 35 0.0222222222222
1 62 0.0222222222222
29 51 0.0222222222222
12 77 0.037037037037
33 48 0.0222222222222
9 63 0.037037037037
30 50 0.0222222222222
42 49 0.037037037037
13 59 0.0222222222222
55 79 0.037037037037
32 86 0.0222222222222
14 42 0.0222222222222
70 71 0.037037037037
71 79 0.037037037037
1 55 0.0222222222222
58 64 0.0625
12 68 0.037037037037
2 46 0.0222222222222
5 35 0.0222222222222
34 40 0.0222222222222
17 32 0.0222222222222
37 45 0.0222222222222
42 56 0.0222222222222
55 68 0.037037037037
50 59 0.0222222222222
14 45 0.0222222222222
1 8 0.0222222222222
58 75 0.0625
46 55 0.0222222222222
12 67 0.037037037037
37 69 0.0222222222222
2 41 0.0222222222222
5 44 0.0222222222222
30 60 0.0222222222222
34 35 0.0222222222222
15 71 0.037037037037
6 69 0.0222222222222
13 45 0.0222222222222
25 26 0.037037037037
64 75 0.0625
46 62 0.0222222222222
29 30 0.0222222222222
2 32 0.0222222222222
61 88 0.0625
27 40 0.0222222222222
67 85 0.037037037037
30 39 0.0222222222222
6 60 0.0222222222222
49 84 0.037037037037
54 64 0.0625
31 76 0.0222222222222
74 84 0.037037037037
64 66 0.0625
21 87 0.0625
43 86 0.0222222222222
2 59 0.0222222222222
5 30 0.0222222222222
61 81 0.0625
27 33 0.0222222222222
30 46 0.0222222222222
15 85 0.037037037037
0 77 0.0222222222222
6 55 0.0222222222222
40 86 0.0222222222222
49 77 0.037037037037
18 42 0.037037037037
38 41 0.0222222222222
43 62 0.0222222222222
64 89 0.0625
65 77 0.037037037037
27 69 0.0222222222222
21 80 0.0625
2 50 0.0222222222222
5 7 0.0222222222222
27 38 0.0222222222222
34 76 0.0222222222222
55 59 0.0222222222222
59 60 0.0222222222222
6 46 0.0222222222222
49 70 0.037037037037
50 76 0.0222222222222
31 50 0.0222222222222
35 55 0.0222222222222
43 55 0.0222222222222
64 80 0.0625
65 70 0.037037037037
1 20 0.0222222222222
21 89 0.0625
69 82 0.0222222222222
15 42 0.037037037037
2 13 0.0222222222222
11 84 0.037037037037
87 89 0.0625
24 81 0.0625
6 33 0.0222222222222
31 59 0.0222222222222
35 60 0.0222222222222
43 44 0.0222222222222
64 87 0.0625
28 69 0.0222222222222
39 56 0.0222222222222
44 69 0.0222222222222
19 52 0.037037037037
13 86 0.0222222222222
0 82 0.0222222222222
20 29 0.0222222222222
24 88 0.0625
81 89 0.0625
28 45 0.0222222222222
32 40 0.0222222222222
31 32 0.0222222222222
35 37 0.0222222222222
38 82 0.0222222222222
3 76 0.0222222222222
4 70 0.037037037037
7 59 0.0222222222222
14 27 0.0222222222222
53 68 0.037037037037
44 60 0.0222222222222
47 81 0.0625
68 74 0.037037037037
2 31 0.0222222222222
0 41 0.0222222222222
20 36 0.0222222222222
3 36 0.0222222222222
28 36 0.0222222222222
31 41 0.0222222222222
35 42 0.0222222222222
4 77 0.037037037037
7 48 0.0222222222222
11 53 0.037037037037
53 77 0.037037037037
39 46 0.0222222222222
44 59 0.0222222222222
48 62 0.0222222222222
69 77 0.0222222222222
0 32 0.0222222222222
20 35 0.0222222222222
3 45 0.0222222222222
28 35 0.0222222222222
32 38 0.0222222222222
38 76 0.0222222222222
39 86 0.0222222222222
4 52 0.037037037037
7 41 0.0222222222222
28 82 0.0222222222222
11 42 0.037037037037
36 50 0.0222222222222
44 50 0.0222222222222
2 17 0.0222222222222
0 39 0.0222222222222
20 42 0.0222222222222
6 13 0.0222222222222
40 45 0.0222222222222
7 38 0.0222222222222
17 77 0.0222222222222
41 50 0.0222222222222
9 25 0.037037037037
13 29 0.0222222222222
0 62 0.0222222222222
3 27 0.0222222222222
59 86 0.0222222222222
25 42 0.037037037037
53 55 0.037037037037
7 31 0.0222222222222
29 46 0.0222222222222
33 43 0.0222222222222
41 59 0.0222222222222
12 57 0.037037037037
5 86 0.0222222222222
29 59 0.0222222222222
20 56 0.0222222222222
1 42 0.0222222222222
8 36 0.0222222222222
7 20 0.0222222222222
29 39 0.0222222222222
33 44 0.0222222222222
54 81 0.0625
41 60 0.0222222222222
9 11 0.037037037037
17 59 0.0222222222222
41 77 0.0222222222222
42 69 0.0222222222222
45 56 0.0222222222222
25 52 0.037037037037
9 55 0.037037037037
14 86 0.0222222222222
53 57 0.037037037037
1 35 0.0222222222222
8 43 0.0222222222222
7 13 0.0222222222222
29 32 0.0222222222222
33 37 0.0222222222222
36 86 0.0222222222222
5 55 0.0222222222222
9 12 0.037037037037
17 60 0.0222222222222
42 76 0.0222222222222
0 3 0.0222222222222
3 14 0.0222222222222
28 30 0.0222222222222
33 77 0.0222222222222
70 74 0.037037037037
1 36 0.0222222222222
57 71 0.037037037037
11 79 0.037037037037
33 62 0.0222222222222
72 79 0.037037037037
41 46 0.0222222222222
5 48 0.0222222222222
9 53 0.037037037037
51 69 0.0222222222222
42 55 0.0592592592593
66 81 0.0625
14 32 0.0222222222222
70 77 0.037037037037
57 72 0.037037037037
11 68 0.037037037037
33 55 0.0222222222222
54 58 0.0625
37 82 0.0222222222222
30 51 0.0222222222222
52 68 0.037037037037
17 46 0.0222222222222
42 62 0.0222222222222
67 74 0.037037037037
0 17 0.0222222222222
14 43 0.0222222222222
54 61 0.0625
5 34 0.0222222222222
52 67 0.037037037037
17 39 0.0222222222222
37 44 0.0222222222222
42 57 0.037037037037
30 69 0.0222222222222
13 51 0.0222222222222
55 71 0.037037037037
50 56 0.0222222222222
14 50 0.0222222222222
4 12 0.037037037037
26 49 0.037037037037
2 38 0.0222222222222
5 43 0.0222222222222
27 82 0.0222222222222
52 74 0.037037037037
15 70 0.037037037037
30 76 0.0222222222222
13 44 0.0222222222222
18 57 0.037037037037
38 60 0.0222222222222
11 26 0.037037037037
50 51 0.0222222222222
18 72 0.037037037037
4 11 0.037037037037
37 77 0.0222222222222
2 33 0.0222222222222
5 20 0.0222222222222
61 87 0.0625
27 43 0.0222222222222
30 36 0.0222222222222
34 59 0.0222222222222
15 79 0.037037037037
42 43 0.0222222222222
13 37 0.0222222222222
74 85 0.037037037037
55 85 0.037037037037
38 55 0.0222222222222
43 56 0.0222222222222
11 19 0.037037037037
14 60 0.0222222222222
18 67 0.037037037037
58 90 0.0625
2 56 0.0222222222222
5 29 0.0222222222222
61 80 0.0625
27 32 0.0222222222222
34 50 0.0222222222222
15 84 0.037037037037
50 82 0.0222222222222
55 82 0.0222222222222
38 46 0.0222222222222
64 90 0.0625
51 62 0.0222222222222
2 51 0.0222222222222
5 6 0.0222222222222
9 67 0.037037037037
34 77 0.0222222222222
0 69 0.0222222222222
3 48 0.0222222222222
24 75 0.0625
25 67 0.037037037037
50 77 0.0222222222222
31 86 0.0222222222222
8 20 0.0222222222222
64 81 0.0625
21 88 0.0625
47 66 0.0625
15 53 0.037037037037
9 68 0.037037037037
87 88 0.0625
25 68 0.037037037037
6 38 0.0222222222222
40 50 0.0222222222222
8 27 0.0222222222222
14 17 0.0222222222222
39 59 0.0222222222222
7 82 0.0222222222222
47 75 0.0625
19 55 0.037037037037
2 5 0.0222222222222
5 8 0.0222222222222
9 77 0.037037037037
52 53 0.037037037037
20 30 0.0222222222222
3 62 0.0222222222222
59 77 0.0222222222222
24 89 0.0625
25 77 0.037037037037
81 88 0.0625
28 46 0.0222222222222
32 41 0.0222222222222
31 35 0.0222222222222
35 36 0.0222222222222
4 71 0.037037037037
11 63 0.037037037037
53 67 0.037037037037
39 48 0.0222222222222
48 56 0.0222222222222
47 80 0.0625
2 28 0.0222222222222
34 86 0.0222222222222
0 42 0.0222222222222
20 37 0.0222222222222
3 39 0.0222222222222
60 76 0.0222222222222
28 37 0.0222222222222
31 40 0.0222222222222
35 45 0.0222222222222
7 51 0.0222222222222
11 52 0.037037037037
39 41 0.0222222222222
13 38 0.0222222222222
47 89 0.0625
69 76 0.0222222222222
35 69 0.0222222222222
0 33 0.0222222222222
56 62 0.0222222222222
20 44 0.0222222222222
3 44 0.0222222222222
28 60 0.0222222222222
32 39 0.0222222222222
