product_name countries fat_100g proteins_100g carbohydrates_100g nutrition-score-fr_100g salt_100g fiber_100g
Aceite-de-oliva-virgen-extra-ecológico-&quot;Verde-Mágina&quot; España 100 0 0 11 0 0
Granizado-de-limón España 0 0 13 2 0 0
Aceite-de-oliva-virgen-extra España 100 0 0 11 0 0
Aceite-de-oliva-virgen-extra España 100 0 0 11 0 0
Habas-congeladas-&quot;Alipende&quot; España 0 6 6 -12 0 3
Aceite-de-oliva-virgen-extra-&quot;Oleoestepa&quot;-Origen-Estepa España 100 0 0 11 0 0
Aceite-de-oliva-virgen-extra-Origen-Montes-de-Granada España 100 0 0 11 0 0
Aceite-de-oliva-sabor-suave España 91 0 0 11 0 0
Aceite-de-oliva-virgen-extra-&quot;Hacendado&quot;-Gran-selección-de-cooperativa España 100 0 0 11 0 0
Galletas-Natur-ACtive España 17 6 69 2 1 5
Lino-dorado-&quot;Deliplus&quot; España 41 20 29 0 0 28
Huile-d'olive-vierge-extra-bio France 91 0 0 11 0 0
Pocket-Sticks-Nature France 45 27 4 25 4 1
Huile-d'olive-vierge-extra-Dia France 100 0 0 11 0 0
Huile-de-tounesol France 100 0 0 11 0 0
Huile-de-colza France 100 0 0 10 0 0
Orégano-seco-molido España 10 11 64 5 0 0
Banana-in-chocolate Czech-Republic,Hungary,Slovakia 10 2 68 15 0 3
White-Oats France,Espagne 8 11 60 -5 0 9
Saindoux-pur-porc France 100 0 0 16 0 0
Bio-organic-hand-cooked-chips France 38 5 38 13 2 4
Infusion-Tilleul France 0 0 0 0 0 0
Morceaux-de-sucre-N°4 France 0 0 100 15 0 0
Limofant-Orange France 0 0 9 12 0 0
Compote-de-pommes Belgique 0 0 19 -2 0 1
Citron-tea---Thé-au-citron France 0 0 70 0 0 0
Enoki-mushrooms United-Kingdom 0 2 8 -10 0 3
Limetten-Melissen-Sirup Deutschland 0 0 13 2 0 0
Craisins---Blueberry-Flavoured New-Zealand 0 0 85 9 0 8
