indice product_name packaging additives_fr nutrition-score-fr_100g
357 Honey-Nut-Cheerios box E340iii-Phosphatetripotassique,E307a-Tocophérol,E170-Carbonatedecalcium,E301-Ascorbatedesodium,E101-Riboflavine 12
358 Nature-Valley-Peanut-Sweet-and-Salty-granola-bars # # #
359 Bugles-Original # # #
360 Crunchy-Granola-Bars---Variety-Pack Box # 10
361 Super-Moist-German-Chocolate-Cake-Mix # E375-Acidenicotinique,E101-Riboflavine,E341i,E541-Phosphated'aluminiumetdesodium,E570-Acidestéarique,E341ii,E415-Gommexanthane,E466-Carboxyméthylcellulose 21
362 Party-Rainbow-Chip-cake-mix Card,Box E375-Acidenicotinique,E101-Riboflavine,E541-Phosphated'aluminiumetdesodium,E341i,E570-Acidestéarique,E341ii,E481-Stéaroyl-2-lactylatedesodium,E415-Gommexanthane,E466-Carboxyméthylcellulose,E102-Tartrazine,E110-JauneorangéS,E129-RougealluraAC,E133-BleubrillantFCF 20
363 100%-Mashed-Potatoes- # E450-Selsmétalliquesdediphosphates -5
364 Traditional-Chex-Mix # # #
365 Cinnamon-toast-crunch # # #
366 Crunchy-granola-bars-peanut-butter # # #
367 Gluten-free-chex-granola-mix # # #
368 Count-Chocula-(family-size) Card # 11
369 Cheerios # # #
370 Complete-pancake-mix-original Carton # #
371 Chocolate-Chip-Muffin-&-Quick-Bread-Mix Box E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E341i,E541-Phosphated'aluminiumetdesodium,E415-Gommexanthane,E466-Carboxyméthylcellulose 19
372 Soft-Baked-Oatmeal-Squares-Cinnamon-Brown-Sugar wrap-plastic,carton-card E422-Glycérol,E322-Lécithines,E414-Gommed'acacia 11
373 Peanut-butter-dark-chocolate # # #
374 Chocolate-toast-cruch carton # #
375 lucky-charms- # # #
376 Honey-Nut-Cheerios box E340iii-Phosphatetripotassique,E307a-Tocophérol,E170-Carbonatedecalcium,E101-Riboflavine 12
377 Spongebob-Squarepants-Fruity-Splash box E339iii-Phosphatedesodiumtribasique,E170-Carbonatedecalcium,E341iii-Phosphatedetricalcium,E301-Ascorbatedesodium,E101-Riboflavine 9
